Wall time,Step,Value
1710745310.6234486,1,-0.11700065433979034
1710745322.5437999,2,0.15287095308303833
1710745346.9682949,3,0.12436345964670181
1710745352.6201935,4,0.17856357991695404
1710745354.2047558,5,0.1354537308216095
1710745355.8554919,6,0.13312506675720215
1710745357.2449505,7,0.20046329498291016
1710745361.738304,8,0.18087917566299438
1710745364.5942264,9,0.20022797584533691
1710745373.1300392,10,0.14886049926280975
1710745377.5942216,11,-0.09344543516635895
1710745381.0375168,12,-0.1469850391149521
1710745389.9855318,13,-0.10064573585987091
1710745395.3029556,14,-0.15253683924674988
1710745396.857605,15,-0.20692522823810577
1710745400.48179,16,-0.20938360691070557
1710745406.0054467,17,-0.02272019535303116
1710745410.105509,18,-0.13318149745464325
1710745412.600782,19,1.397981882095337
1710745415.9189508,20,1.4845266342163086
1710745422.5021706,21,2.260335683822632
1710745424.3877563,22,1.7890281677246094
1710745427.0817103,23,1.6900869607925415
1710745429.7568934,24,2.4758245944976807
1710745436.165979,25,3.2861289978027344
1710745443.2362978,26,3.3935375213623047
1710745448.1644511,27,3.181008815765381
1710745456.9996648,28,3.833338737487793
1710745462.7883239,29,3.4402737617492676
1710745464.352711,30,3.6289243698120117
1710745466.721193,31,3.454024314880371
1710745468.5997527,32,3.731009006500244
1710745473.6531723,33,4.124445915222168
1710745476.8898919,34,4.026141166687012
1710745481.7780685,35,4.139129161834717
1710745530.7026765,36,4.724947452545166
1710745534.5064933,37,5.262597560882568
1710745535.5774274,38,4.115743637084961
1710745537.935503,39,4.773756980895996
1710745541.4698007,40,4.750363349914551
1710745544.5637245,41,4.9182844161987305
1710745546.4269626,42,3.094616651535034
1710745548.1978424,43,4.951667308807373
1710745552.3122985,44,5.253491401672363
1710745557.1179714,45,3.279015302658081
1710745565.130953,46,5.156975746154785
1710745579.594583,47,5.335265159606934
1710745585.4886594,48,5.2806620597839355
1710745587.1483607,49,3.709892988204956
1710745590.8146455,50,5.480199813842773
1710745599.8371809,51,5.189925193786621
1710745607.1385186,52,4.89734411239624
1710745610.1180413,53,3.80783748626709
1710745612.6196866,54,3.69258975982666
1710745617.7911434,55,3.285820484161377
1710745619.4304028,56,3.2289340496063232
1710745626.5475304,57,4.411531925201416
1710745638.8191216,58,4.187409400939941
1710745647.3114495,59,3.6968793869018555
1710745651.5649524,60,3.3309600353240967
1710745654.382302,61,2.9094343185424805
1710745657.0204222,62,2.7856364250183105
1710745664.1744802,63,3.5141820907592773
1710745671.5914867,64,2.8488380908966064
1710745676.979623,65,2.2786014080047607
1710745678.665854,66,2.5198371410369873
1710745687.4142168,67,3.244500160217285
1710745693.2792718,68,3.171471357345581
1710745697.8422973,69,2.4787487983703613
1710745702.8579848,70,2.92305588722229
1710745707.9212205,71,2.1904664039611816
1710745711.432503,72,2.4114954471588135
1710745716.4785333,73,2.784982204437256
1710745721.2564173,74,2.712925910949707
1710745727.176798,75,2.3173112869262695
1710745732.8208277,76,2.2018046379089355
1710745738.5817184,77,2.068474769592285
1710745746.7927744,78,2.921830415725708
1710745750.041462,79,2.057321786880493
1710745753.0212207,80,2.209559679031372
1710745755.5416126,81,0.8228878378868103
1710745761.2223725,82,1.8260236978530884
1710745765.3918498,83,2.4557580947875977
1710745769.3463504,84,2.573867082595825
1710745771.7029197,85,2.246807098388672
1710745779.9980485,86,1.2434403896331787
1710745795.6662107,87,2.559934139251709
1710745805.0488186,88,2.496612310409546
1710745806.5874615,89,-0.0039421916007995605
1710745808.3448896,90,1.0527068376541138
1710745810.274412,91,0.6353369355201721
1710745813.95932,92,1.5779929161071777
1710745820.2809255,93,2.576503276824951
1710745856.1995745,94,3.2075412273406982
1710745857.63147,95,1.201998233795166
1710745861.3353672,96,3.323824644088745
